,link,name,type,price,address,built_up,land_area,bedrooms,bathrooms,monthly_installment,land_title,tenure,price_per_sqft,state
95,/property/jalan-klang-lama-old-klang-road/waltz-residences/sale-8437280/,"Waltz Residences, Taman Yarl, Jalan Klang Lama (Old Klang Road)",Condominium  , 708000,"Jalan Awan Besar, Taman Yarl, 58200, Kuala Lumpur", 948 sq. ft., 948 sq. ft.,3,2," 3,191 ",Condominium,Freehold,-, Kuala Lumpur
96,/property/sentul/m-arisa/sale-8197384/,"M Arisa, Sentul Pasa, Sentul",Serviced Residence  , 343000,"Jalan Sentul Pasar, Sentul Pasa, 51000, Kuala Lumpur", -, -,2,1," 1,546 ",Serviced Residence,Freehold,-, Kuala Lumpur
97,/property/taman-desa/the-hipster/sale-8038450/,"The Hipster, Taman Desa",Condominium  , 360000,"Jalan Desa, Taman Desa, 58100, Kuala Lumpur", 920 sq. ft., 920 sq. ft.,3,2," 1,622 ",Condominium,Leasehold,-, Kuala Lumpur
98,/property/cheras/m-vertica/sale-7170696/,"M Vertica, Taman Maluri, Cheras",Condominium  , 480500,"Jalan Cheras, Taman Maluri, 56000, Kuala Lumpur", -, -,3,2," 2,166 ",Condominium,Leasehold,-, Kuala Lumpur
99,/new-property/property/bandar-bukit-raja/bandar-bukit-raja-kyra-2/new-6054/,Bandar Bukit Raja : Kyra 2,2-sty Terrace/Link House  ,0,"Bandar Bukit Raja, Selangor", From 1710 - 1966 sq. ft., From 1710 - 1966 sq. ft.,3 - 4,0," 2,875 ",Residential,N/A,Contact for price, Selangor
100,/property/horizon-hills/sale-8437258/,"The Hill, Horizon Hills",Bungalow  , 4800000,"The Hill, Johor", 5000 sq. ft., 5000 sq. ft.,6+1,8," 21,633 ",Bungalow,Freehold,-, Johor
101,/property/kulai/sale-8437266/,"Indahpura @ Jln Sena, Kulai",1.5-sty Terrace/Link House | Intermediate, 420000,"Indahpura @ Jln Sena, Johor", -, -,3+1,2," 1,893 ",1.5-sty Terrace/Link House,-,-, Johor
102,/new-property/property/wangsa-maju/m-adora/new-6049/,M Adora,Condominium  ,0,"Jalan Wangsa Melawati 1, Wangsa Maju, Kuala Lumpur", From 850 - 1200 sq. ft., From 850 - 1200 sq. ft.,3 - 4,2 - 3," 2,109 ",Residential,N/A,Contact for price, Kuala Lumpur
103,/property/bukit-jalil/the-rainz/sale-6530969/,"The Rainz, Bukit Jalil",Condominium | Intermediate  , 870000,"Jalan Jalil Perwira 2, Bukit Jalil, 58200, Kuala Lumpur", 1513 sq. ft., 1513 sq. ft.,4,3," 3,921 ",Condominium,Freehold,-, Kuala Lumpur
104,/property/salak-selatan/the-leafz-dedaun/sale-6260801/,"The Leafz @ Dedaun, Salak Selatan",Serviced Residence | Intermediate  , 650000,"Jalan Hang Tuah 2, Salak Selatan, 57100, Kuala Lumpur", 1025 sq. ft., 1025 sq. ft.,2+1,2," 2,929 ",Serviced Residence,Freehold,-, Kuala Lumpur
105,/property/salak-selatan/the-leafz-dedaun/sale-6258181/,"The Leafz @ Dedaun, Salak Selatan",Serviced Residence | Intermediate  , 580000,"Jalan Hang Tuah 2, Salak Selatan, 57100, Kuala Lumpur", 1025 sq. ft., 1025 sq. ft.,2+1,2," 2,614 ",Serviced Residence,Freehold,-, Kuala Lumpur
106,/new-property/property/kepong/m-luna/new-6036/,M Luna,Apartment  ,0,"KL North, Kepong, Kuala Lumpur", From 700 - 1000 sq. ft., From 700 - 1000 sq. ft.,2 - 4,2," 1,735 ",Residential,N/A,Contact for price, Kuala Lumpur
107,/property/klcc/setia-sky-residences/sale-7026719/,"Setia SKY Residences, KLCC",Serviced Residence | Intermediate  , 988000,"Jalan Raja Muda Abdul Aziz, Off Jalan Tun Razak, KLCC, Kuala Lumpur", 1313 sq. ft., 1313 sq. ft.,2+1,3," 4,453 ",Serviced Residence,Freehold,-, Kuala Lumpur
108,/property/jalan-klang-lama-old-klang-road/petalz-residences/sale-6178413/,"Petalz Residences, Jalan Klang Lama (Old Klang Road)",Condominium | Intermediate  , 605000,"Jalan Klang Lama, Jalan Klang Lama (Old Klang Road), 58200, Kuala Lumpur", 935 sq. ft., 935 sq. ft.,3,2," 2,727 ",Condominium,Freehold,-, Kuala Lumpur
109,/property/klcc/aria/sale-6587773/,"Aria, KLCC",Condominium | Intermediate  , 1127000,"Jalan Tun Razak, KLCC, 50450, Kuala Lumpur", 630 sq. ft., 630 sq. ft.,1,1," 5,079 ",Condominium,Freehold,-, Kuala Lumpur
110,/new-property/property/seremban/cadena-terraces-ara-sendayan/new-5678/,Cadena Terraces @ Ara Sendayan,2-sty Terrace/Link House  ,0,"Ara Sendayan, Seremban, Negeri Sembilan", From 2435 sq. ft., From 2435 sq. ft.,4,4," 2,789 ",Residential,N/A,Contact for price, Negeri Sembilan
111,/property/iskandar-puteri-nusajaya/sale-8437118/,"Taman Nusa Bestari Bukit Indah, Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House | Intermediate  , 550000,"Jalan Bestari Taman Nusa Bestari, Taman Nusa Bestari Bukit Indah, 79100, Johor", 2000 sq. ft., 2000 sq. ft.,4,3," 2,479 ",2-sty Terrace/Link House,Freehold,Owner Occupied, Johor
112,/property/klcc/10-stonor/sale-6643133/,"10 Stonor, KLCC",Condominium  , 1238000,"Persiaran Stonor, KLCC, 50450, Kuala Lumpur", 736 sq. ft., 736 sq. ft.,2,2," 5,579 ",Condominium,Freehold,-, Kuala Lumpur
113,/property/klcc/the-oval/sale-5518236/,"The Oval, KLCC",Serviced Residence | Corner  , 3350000,"Jalan Binjai, off Lorong Kuda, KLCC, Kuala Lumpur", 3897 sq. ft., 3897 sq. ft.,4,4," 15,098 ",Serviced Residence,Freehold,-, Kuala Lumpur
114,/property/iskandar-puteri-nusajaya/sale-7377710/,"EAST LEDANG , Iskandar Puteri (Nusajaya)",Bungalow  , 2750000,"EAST LEDANG , Johor", -, -,4+1,5," 12,394 ",Bungalow,Freehold,-, Johor
115,/property/iskandar-puteri-nusajaya/sale-7162478/,"ECO BOTANIC, Iskandar Puteri (Nusajaya)",Semi-detached House | Intermediate  , 1580000,"ECO BOTANIC, Johor", -, -,5,5," 7,121 ",Semi-detached House,Freehold,-, Johor
116,/property/johor-bahru/the-astaka-1-bukit-senyum/sale-7125119/,"The Astaka @ 1 Bukit Senyum, Johor Bahru",Condominium  , 1950000,"1 Bukit Senyum, Jalan Terbau, 80200, Johor", 2200 sq. ft., 2200 sq. ft.,4,3," 8,788 ",Condominium,Freehold,-, Johor
117,/property/damansara-heights/sale-8163459/,"Jalan SetiaBudi, Bukit Damansara, KL, Damansara Heights",Residential Land | Corner  , 6000000,"Jalan SetiaBudi, Damansara Heights, Bukit Damansara, KL, , Jalan SetiaBudi, Bukit Damansara, KL, Kuala Lumpur", -, -,0,0," 27,041 ",Residential Land,Freehold,-, Kuala Lumpur
118,/property/iskandar-puteri-nusajaya/sale-8293874/,"Bukit Indah, Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House | Intermediate  , 680000,"Jalan Indah, Bukit Indah, 79100, Johor", 2000 sq. ft., 2000 sq. ft.,5,4," 3,065 ",2-sty Terrace/Link House,Freehold,-, Johor
119,/property/sierra-mas/sale-8303031/,"Sierramas East,Sungai Buloh ,Sg Buloh , SierraMas",Bungalow | Intermediate  , 4080000,"Sierramas East,Selangor, Sierramas East,Sungai Buloh ,Sg Buloh , 47000, Selangor", 5200 sq. ft., 5200 sq. ft.,4+1,5," 18,388 ",Bungalow,Freehold,-, Selangor
120,/property/iskandar-puteri-nusajaya/sale-8436993/,"bukit indah, Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House | Intermediate  , 520000,"bukit indah, Johor", -, -,4,3," 2,344 ",2-sty Terrace/Link House,Freehold,-, Johor
121,/property/ipoh/sale-8436990/,"Bandar Meru Raya, Ipoh , Ipoh",2-sty Terrace/Link House | Intermediate  , 283000,"Bandar Meru Raya, Ipoh , Perak", -, -,4,3," 1,275 ",2-sty Terrace/Link House,Freehold,-, Perak
122,/property/klcc/banyan-tree-signatures/sale-8355411/,"Banyan Tree Signatures, KLCC",Serviced Residence | Intermediate  , 1980000,"Jalan Conlay, KLCC, 55100, Kuala Lumpur", 1076 sq. ft., 1076 sq. ft.,2,2," 8,924 ",Serviced Residence,Freehold,-, Kuala Lumpur
123,/new-property/property/seremban/damaris-ara-sendayan/new-6044/,Damaris @ Ara Sendayan,2-sty Terrace/Link House  ,0,"Ara Sendayan, Seremban, Negeri Sembilan", From 2599 - 3299 sq. ft., From 2599 - 3299 sq. ft.,4,4," 2,956 ",Residential,N/A,From RM 252, Negeri Sembilan
124,/property/tropicana/sale-7170799/,"tropicana indah, Petaling jaya, pj, Tropicana",Bungalow | Corner  , 9200000,"Jalan PJU 3/16a, Tropicana, Petaling Jaya, Selangor, tropicana indah, Petaling jaya, pj, 47410, Selangor", 10000 sq. ft., 10000 sq. ft.,8,10," 41,463 ",Bungalow,Leasehold,Owner Occupied, Selangor
125,/property/bangsar/sale-6827111/,"Jalan Pudina, Bukit Bandaraya, KL, Bangsar",2-sty Terrace/Link House | Intermediate  , 2100000,"Jalan Pudina, Bangsar, 59000 Kuala Lumpur, Jalan Pudina, Bukit Bandaraya, KL, 59000, Kuala Lumpur", 2500 sq. ft., 2500 sq. ft.,4,3," 9,464 ",2-sty Terrace/Link House,Freehold,-, Kuala Lumpur
126,/new-property/property/seremban/hijayu-aman-melia-ii/new-6031/,Hijayu Aman (Melia II),2-sty Terrace/Link House  ,0,"Bandar Sri Sendayan, Seremban, Negeri Sembilan", From 2350 - 2873 sq. ft., From 2350 - 2873 sq. ft.,0,0," 2,812 ",Residential,N/A,Contact for price, Negeri Sembilan
127,/property/damansara-heights/sale-6560739/,"Jalan Setiakasih, Bukit Damansara, KL, Damansara Heights",Bungalow  , 6300000,"Jalan Setiakasih, Bukit Damansara, KL, Kuala Lumpur", 5500 sq. ft., 5500 sq. ft.,6,6," 28,393 ",Bungalow,Freehold,-, Kuala Lumpur
128,/property/bandar-sunway/d-latour/sale-5365128/,"D' Latour, Bandar Sunway",Condominium  , 600000,"Jalan Taylors, Bandar Sunway, 47100, Selangor", 724 sq. ft., 724 sq. ft.,2,2," 2,704 ",Condominium,Leasehold,-, Selangor
129,/property/bukit-bintang/the-robertson/sale-8045057/,"The Robertson, Bukit Bintang",Condominium | Corner  , 1200000,"Jalan Robertson, Bukit Bintang, 50150, Kuala Lumpur", 807 sq. ft., 807 sq. ft.,2,2," 5,408 ",Condominium,Freehold,-, Kuala Lumpur
130,/new-property/property/seremban/bandar-ainsdale-embun/new-6045/,Bandar Ainsdale : Embun,2-sty Terrace/Link House  ,0,"Bandar Ainsdale, Seremban, Negeri Sembilan", From 1816 - 2097 sq. ft., From 1816 - 2097 sq. ft.,1 - 4,1 - 3," 2,424 ",Residential,N/A,Contact for price, Negeri Sembilan
131,/property/taman-tun-dr-ismail/sale-7470728/,"burhanuddin Helmi, TTDI, KL, Taman Tun Dr Ismail",2-sty Terrace/Link House | Intermediate  , 1800000,"burhanuddin Helmi, TTDI, KL, 60000, Kuala Lumpur", 2500 sq. ft., 2500 sq. ft.,4,3," 8,112 ",2-sty Terrace/Link House,Freehold,-, Kuala Lumpur
132,/property/damansara-heights/sale-7108926/,"Jalan Setiakasih 1, Bukit Damansara, KL, Damansara Heights",Bungalow | Corner  , 4680000,"Jalan Setiakasih 1, Bukit Damansara, KL, Kuala Lumpur", 4000 sq. ft., 4000 sq. ft.,5+1,4," 21,092 ",Bungalow,-,-, Kuala Lumpur
133,/property/klcc/sale-6307566/,"lorong gurney, off jalan Tun Razak, KL, KLCC",Residential Land  , 18500000,"lorong gurney, off jalan Tun Razak, 54100 Kuala Lumpur , lorong gurney, off jalan Tun Razak, KL, 54100, Kuala Lumpur", 41707 sq. ft., 41707 sq. ft.,0,0," 83,377 ",Residential Land,-,-, Kuala Lumpur
134,/new-property/property/dengkil/kita-harmoni/new-6024/,Kita Harmoni,2-sty Terrace/Link House  ,0,"Kita @ Cybersouth, Dengkil, Selangor", 1491 sq. ft., 1491 sq. ft.,4,3," 2,546 ",Residential,N/A,Contact for price, Selangor
135,/property/taman-tun-dr-ismail/sale-5609986/,"Burhanuddin Helmi, Taman Tun, TTDI, Taman Tun Dr Ismail",Bungalow  , 5350000,"Burhanuddin Helmi, Taman Tun, TTDI, Kuala Lumpur", 5000 sq. ft., 5000 sq. ft.,6,5," 24,112 ",Bungalow,Freehold,-, Kuala Lumpur
136,/property/klcc/aria/sale-5413868/,"Aria, KLCC",Condominium | Corner  , 2058888,"Jalan Tun Razak, KLCC, 50450, Kuala Lumpur", 1502 sq. ft., 1502 sq. ft.,3,2," 9,279 ",Condominium,Freehold,-, Kuala Lumpur
137,/property/taman-tun-dr-ismail/sale-8326305/,"Athinahapan, TTDI, KL, Taman Tun Dr Ismail",2-sty Terrace/Link House | EndLot  , 1600000,"Athinahapan, TTDI, KL, Kuala Lumpur", 2600 sq. ft., 2600 sq. ft.,4,3," 7,211 ",2-sty Terrace/Link House,Freehold,-, Kuala Lumpur
138,/property/taman-tun-dr-ismail/sale-7338485/,"Jalan Datuk Sulaiman 3, TTDI, KL, Taman Tun Dr Ismail",2-sty Terrace/Link House | Intermediate  , 1600000,"Jalan Datuk Sulaiman 3, TTDI, KL, 60000, Kuala Lumpur", 2500 sq. ft., 2500 sq. ft.,4+1,3," 7,211 ",2-sty Terrace/Link House,Freehold,-, Kuala Lumpur
139,/property/setia-indah/sale-5800573/,"Seri Austin Emery @ Seri austin hills , Setia Indah",2-sty Terrace/Link House | Intermediate  , 650000,"seri austin 3/XX taman seri austin, seri austin hills, dato onn, Seri Austin Emery @ Seri austin hills , 81100, Johor", 2148 sq. ft., 2148 sq. ft.,4,4," 2,929 ",2-sty Terrace/Link House,Freehold,Owner Occupied, Johor
140,/property/klcc/opus-kl/sale-7682561/,"Opus KL, Kampung Attap, KLCC",Serviced Residence | Intermediate  , 1130000,"Jalan Maharajalela, Kampung Attap, 50460, Kuala Lumpur", 704 sq. ft., 704 sq. ft.,1,1," 5,093 ",Serviced Residence,Freehold,-, Kuala Lumpur
141,/property/sentul/maxim-citylights-sentul-kl/sale-8063367/,"Maxim Citylights @ Sentul Kl, Sentul",Serviced Residence | Corner  , 378000,"Jalan Sentul Pasar, Sentul, 51100, Kuala Lumpur", 1009 sq. ft., 1009 sq. ft.,3,2," 1,704 ",Serviced Residence,Leasehold,-, Kuala Lumpur
142,/property/klcc/star-residences-one/sale-8058329/,"Star Residences One, KLCC",Serviced Residence | Corner  , 1280000,"Jalan Yap Kwan Seng, KLCC, Kuala Lumpur", 625 sq. ft., 625 sq. ft.,1,1," 5,769 ",Serviced Residence,Freehold,-, Kuala Lumpur
143,/property/putrajaya/sale-8292355/,"Presint 18, Putrajaya",Semi-detached House  , 1500000,"Presint 18, Putrajaya", 3400 sq. ft., 3400 sq. ft.,6,5," 6,760 ",Semi-detached House,Freehold,-, Putrajaya
144,/property/putrajaya/sale-8292355/,"Presint 18, Putrajaya",Semi-detached House  , 1500000,"Presint 18, Putrajaya", 3400 sq. ft., 3400 sq. ft.,6,5," 6,760 ",Semi-detached House,Freehold,-, Putrajaya
145,/property/putrajaya/sale-8336842/,"Presint 11A, Putrajaya",2-sty Terrace/Link House  , 680000,"Presint 11A, Putrajaya", 1400 sq. ft., 1400 sq. ft.,4,3," 3,065 ",2-sty Terrace/Link House,Freehold,-, Putrajaya
146,/property/ipoh/the-horizon/sale-8436853/,"The Horizon, Taman Fair Park, Ipoh",Serviced Residence  , 267720,"Jalan Kamaruddin Isa, Taman Fair Park, 31400, Perak", 558 sq. ft., 558 sq. ft.,2,1," 1,207 ",Serviced Residence,Freehold,-, Perak
147,/new-property/property/dengkil/kita-impian/new-6023/,Kita Impian,Serviced Residence  ,0,"Kita @ Cybersouth, Dengkil, Selangor", From 551 - 901 sq. ft., From 551 - 901 sq. ft.,1 - 3,1 - 2," 1,127 ",Residential,N/A,Contact for price, Selangor
148,/property/putrajaya/sale-7494321/,"Presint 16, Putrajaya",Bungalow  , 3800000,"Presint 16, Putrajaya", 4897 sq. ft., 4897 sq. ft.,6,6," 17,126 ",Bungalow,Freehold,-, Putrajaya
149,/property/kl-sentral/suasana-sentral-condominiums/sale-1565529/,"Suasana Sentral Condominiums, KL Sentral",Condominium | Corner  , 980000,"Jalan Stesen Sentral 5, KL Sentral, 50470, Kuala Lumpur", 1432 sq. ft., 1432 sq. ft.,2+1,3," 4,417 ",Condominium,Freehold,Owner Occupied, Kuala Lumpur
150,/new-property/property/bandar-puncak-alam/melodi-perdana/new-6043/,Melodi Perdana,Apartment  ,0,"LBS Alam Perdana, Bandar Puncak Alam, Selangor", 901 sq. ft., 901 sq. ft.,3,2," 1,622 ",Unknown,N/A,Contact for price, Selangor
151,/property/damansara-perdana/flora-damansara-apartment/sale-8319829/,"Flora Damansara Apartment, Damansara Perdana",Apartment  , 195000,"Jalan Pju 8/9, Damansara Perdana, 47820, Selangor", 850 sq. ft., 850 sq. ft.,3,2, 879 ,Apartment,Leasehold,-, Selangor
152,/property/sierra-mas/sale-7911933/,"Sierramas, Sungai Buloh , SierraMas",Bungalow | Corner  , 3600000,"Sierramas, Sierramas East, Sungai Buloh , Sierramas, Sungai Buloh , Selangor", 4300 sq. ft., 4300 sq. ft.,6,7," 16,225 ",Bungalow,Freehold,-, Selangor
153,/property/iskandar-puteri-nusajaya/sale-8436686/,"Taman Nusa Idaman, Iskandar Puteri, Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House  , 675000,"Jalan Idaman, Taman Nusa Idaman, Bukit Indah, Nusa Bestari, Taman Nusa Idaman, Iskandar Puteri, Johor", 2300 sq. ft., 2300 sq. ft.,4+1,3," 3,042 ",2-sty Terrace/Link House,Freehold,-, Johor
154,/new-property/property/georgetown/setia-v-residences/new-1878/,Setia V Residences,Condominium  ,0,"Penang Gurney Drive, Georgetown, Penang", From 1450 - 4118 sq. ft., From 1450 - 4118 sq. ft.,2 - 5,3 - 6," 7,330 ",Residential,N/A,From RM 950, Penang
155,/property/seri-iskandar/sale-8435968/,"Rumah Banglo Termurah di Seri Iskandar, Seri Iskandar",Bungalow  , 308000,"Rumah Banglo Termurah di Seri Iskandar, Perak", -, -,4,2," 1,388 ",Bungalow,Leasehold,-, Perak
156,/property/ipoh/sale-8101409/,"Batu Gajah Bemban, Ipoh",Semi-detached House  , 268920,"Batu Gajah Bemban, Perak", -, -,4,3," 1,212 ",Semi-detached House,-,-, Perak
157,/property/iskandar-puteri-nusajaya/sale-8436650/,"Nusa Duta, Nusa Bestari, Iskandar Puteri, Iskandar Puteri (Nusajaya)",Semi-detached House  , 1250000,"Jalan Duta 3, Taman Nusa Duta, Bukit Indah, Horizon Hills, Perling, Nusa Duta, Nusa Bestari, Iskandar Puteri, Johor", 2923 sq. ft., 2923 sq. ft.,4+1,5," 5,634 ",Semi-detached House,Freehold,-, Johor
158,/new-property/property/johor-bahru/winter-pavilion/new-6042/,Winter Pavilion,Semi-detached House  ,0,"Taman Nusa Sentral, Johor Bahru, Johor", From 4654 - 5095 sq. ft., From 4654 - 5095 sq. ft.,6 - 7,7," 6,760 ",Residential,N/A,Contact for price, Johor
159,/property/ipoh/sale-8426170/,"Taman Tasek Limited Unit, Ipoh",2-sty Terrace/Link House  , 363800,"Taman Tasek Limited Unit, Perak", -, -,4,5," 1,640 ",2-sty Terrace/Link House,-,-, Perak
160,/property/ipoh/sale-8426155/,"Luxury Double Storey House Sunway Tambun, Ipoh",2-sty Terrace/Link House  , 438000,"Luxury Double Storey House Sunway Tambun, Perak", -, -,4,4," 1,974 ",2-sty Terrace/Link House,-,-, Perak
161,/property/ipoh/sale-8049573/,"Freehold Double Storey De Klebang, Ipoh",2-sty Terrace/Link House  , 305900,"Freehold Double Storey De Klebang, Perak", 1705 sq. ft., 1705 sq. ft.,4,3," 1,379 ",2-sty Terrace/Link House,Freehold,-, Perak
162,/property/setia-indah/sale-8053546/,"Setia Eco Cascadia, Setia Indah",2-sty Terrace/Link House | Corner  , 785625,"setia eco cascadia, Setia Eco Cascadia, 81100, Johor", 2040 sq. ft., 2040 sq. ft.,4,3," 3,541 ",2-sty Terrace/Link House,Freehold,-, Johor
163,/property/taman-melawati/sale-8328511/,"Hevea Kemensah, Taman Melawati, Ampang, Taman Melawati",Semi-detached House | Intermediate  , 1838000,"Jalan Hevea, Hevea Kemensah, Taman Melawati, Ampang, 68000, Kuala Lumpur", 3800 sq. ft., 3800 sq. ft.,5+1,6," 8,284 ",Semi-detached House,Leasehold,Owner Occupied, Kuala Lumpur
164,/property/cheras/m-vertica/sale-5779094/,"M Vertica, Taman Maluri, Cheras",Condominium | Intermediate  , 450010,"Jalan Cheras, Taman Maluri, 56000, Kuala Lumpur", 850 sq. ft., 850 sq. ft.,3,2," 2,028 ",Condominium,Leasehold,-, Kuala Lumpur
165,/property/iskandar-puteri-nusajaya/sale-8368023/,"Bukit Indah Skudai Nusa Bestari Perling , Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House | Intermediate  , 610000,"Bukit Indah Skudai Nusa Bestari Perling , 79200, Johor", 1960 sq. ft., 1960 sq. ft.,3,3," 2,749 ",2-sty Terrace/Link House,Freehold,-, Johor
166,/property/subang-jaya/dorsett-place/sale-7551648/,"Dorsett Place, Subang Jaya",Condominium | Intermediate  , 300000,"Jalan Ss12/1, Subang Jaya, Selangor", 400 sq. ft., 400 sq. ft.,1,1," 1,352 ",Condominium,Freehold,-, Selangor
167,/property/damansara-jaya/sale-6811083/,"Jalan ss22, Damansara Jaya, Damansara Jaya",2-sty Terrace/Link House | Corner  , 1680000,"Jalan ss22, Damansara Jaya, 47400, Selangor", 2400 sq. ft., 2400 sq. ft.,4,0," 7,572 ",2-sty Terrace/Link House,Freehold,-, Selangor
168,/property/bandar-sungai-long/sale-8250166/,"PALM WALK 20x90, BANDAR SUNGAI LONG, Bandar Sungai Long",2-sty Terrace/Link House | Intermediate  , 768000,"JALAN SL 9 / 10G, PALM WALK 20x90, BANDAR SUNGAI LONG, 43000, Selangor", 2672 sq. ft., 2672 sq. ft.,4+1,4," 3,461 ",2-sty Terrace/Link House,Freehold,Owner Occupied, Selangor
169,/property/damansara-heights/sale-8163070/,"Jalan Setiakasih, Bukit Damansara, KL, Damansara Heights",Bungalow | Corner  , 6880000,"Jalan Setiakasih, Bukit Damansara, 50490 Kuala Lumpur, Jalan Setiakasih, Bukit Damansara, KL, 50490, Kuala Lumpur", 7000 sq. ft., 7000 sq. ft.,6,7," 31,007 ",Bungalow,Freehold,-, Kuala Lumpur
170,/property/damansara-heights/sale-7362137/,"Jalan Setiaraya, Bukit Damansara, KL, Damansara Heights",Bungalow | Intermediate  , 4800000,"Jalan Setiaraya, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Jalan Setiaraya, Bukit Damansara, KL, 50490, Kuala Lumpur", 4000 sq. ft., 4000 sq. ft.,5,5," 21,633 ",Bungalow,Freehold,-, Kuala Lumpur
171,/new-property/property/iskandar-puteri-nusajaya/winter-sonata/new-5663/,Winter Sonata,Cluster House  ,0,"Taman Nusa Sentral, Iskandar Puteri (Nusajaya), Johor", From 3461 - 3467 sq. ft., From 3461 - 3467 sq. ft.,5,6," 4,282 ",Residential,N/A,Contact for price, Johor
172,/property/damansara-heights/sale-6264580/,"Jelutong Villas, Jelutong Villa, KL, Kuala Lumpur, Damansara Heights",Semi-detached House  , 2850000,"Jelutong Villas, Jelutong Villa, KL, Kuala Lumpur, Kuala Lumpur", 3900 sq. ft., 3900 sq. ft.,4+1,5," 12,845 ",Semi-detached House,Freehold,Owner Occupied, Kuala Lumpur
173,/property/bandar-sungai-long/sale-7252287/,"PALM WALK 3,BANDAR SUNGAI LONG SECTION 9, Bandar Sungai Long",2-sty Terrace/Link House | Intermediate  , 680000,"JALAN SL 9/10, PALM WALK 3,BANDAR SUNGAI LONG SECTION 9, 43000, Selangor", -, -,4,4," 3,065 ",2-sty Terrace/Link House,Freehold,-, Selangor
174,/new-property/property/tropicana/edelweiss-serviced-residences/new-6038/,Edelweiss Serviced Residences,Serviced Residence  ,0,"Tropicana Indah, Tropicana, Selangor", From 549 - 1097 sq. ft., From 549 - 1097 sq. ft.,1 - 3,1 - 3, 0 ,Unknown,N/A,Contact for price, Selangor
175,/property/setia-alam/sale-4986638/,"Anggun 1  Alam Nusantara, Setia Alam",2-sty Terrace/Link House  , 865000,"Jalan Setia Wawasan U13/31, Anggun 1  Alam Nusantara, 40170, Selangor", 2618 sq. ft., 2618 sq. ft.,4,4," 3,898 ",2-sty Terrace/Link House,Freehold,-, Selangor
176,/property/bandar-sungai-long/sale-6075719/,"Palm Walk , Bandar Sungai Long, KAJANG, Bandar Sungai Long",2-sty Terrace/Link House | Intermediate  , 618000,"Jalan SL 9/9, Palm Walk , Bandar Sungai Long, KAJANG, 43000, Selangor", -, -,4,3," 2,785 ",2-sty Terrace/Link House,Freehold,Owner Occupied, Selangor
